building_size,type,Value,bedroom,age,bathrooms,toilets,Boy'squarter,loc_density,condition,Ceiling ,Floor,Roof,Window ,Painting,water,Electricity,Car_park,Security
356,Bungalow,25000000,3,18,2,2,Absent,Low density,Fair,PVC,Cement screed,Long Span Aluminium Roofing sheet,Louvers Blade,Satin Paint,Fair,Bad,Not present,Private gate/fence
652,Bungalow,65000000,3,8,2,3,Present,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Fair,Good,Not present,Private gate/fence
350,Bungalow,35000000,5,25,3,3,Absent,Low density,Fair,Asbestos,Cement screed,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Fair,Fair,Not present,None
400,Detached house,120000000,5,16,3,4,Absent,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Satin Paint,Fair,Good,Not present,Private gate/fence
500,Bungalow,60000000,5,12,3,4,Absent,Medium density,Good,Asbestos,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Fair,Not present,Private gate/fence
670,Bungalow,100000000,3,14,3,3,Present,Medium density,Good,POP,Wooden,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Private gate/fence
1300,Detached house,198000000,10,16,7,7,Absent,Medium density,Good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Private gate/fence
350,Bungalow,40000000,3,9,3,3,Absent,Medium density,Good,PVC,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Fair,Good,Not present,Private gate/fence
600,Semi-detached house,190000000,5,2,5,6,Absent,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Gated estate
300,Detached house,160000000,5,4,5,6,Present,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Fair,Very good,Not present,Gated estate
950,Detached house,38000000,5,15,5,5,Absent,Low density,Good,Asbestos,Tiles,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Bad,Not present,Private gate/fence
300,Semi-detached house,90000000,4,7,3,4,Absent,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Bad,Good,Not present,Gated estate
400,Semi-detached house,70000000,4,12,3,4,Present,Medium density,Good,POP,Tiles,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Fair,Good,Not present,Street gate
550,Semi-detached house,600000000,5,1,5,7,Present,High density,Very good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Gated estate
400,Detached house,350000000,5,6,4,5,Absent,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Textcote Paint,Good,Very good,Present,Private gate/fence
500,Detached house,325000000,5,5,5,6,Present,High density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Fair,Very good,Not present,Gated estate
300,Terrace,120000000,4,1,4,5,Absent,High density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Present,Gated estate
300,Bungalow,45000000,3,4,3,4,Absent,Medium density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Good,Present,Gated estate
500,Detached house,160000000,5,3,4,5,Present,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Fair,Good,Present,Gated estate
280,Terrace,60000000,3,1,3,4,Absent,Medium density,Good,Others,Marble,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Satin Paint,Fair,Good,Not present,Gated estate
350,Detached house,47000000,3,12,2,3,Absent,Medium density,Fair,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Satin Paint,Bad,Fair,Not present,None
500,Detached house,370000000,5,1,5,6,Present,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Gated estate
300,Detached house,225000000,4,8,4,5,Absent,High density,Very good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Gated estate
320,Semi-detached house,140000000,4,10,4,6,Present,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Casement,Textcote Paint,Fair,Good,Present,Gated estate
400,Semi-detached house,76000000,5,15,5,6,Absent,Medium density,Fair,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Street gate
400,Detached house,200000000,4,2,4,5,Absent,High density,Good,POP,Others,Long Span Aluminium Roofing sheet,Casement,Textcote Paint,Good,Very good,Present,Gated estate
350,Detached house,175000000,5,1,6,6,Present,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Private gate/fence
420,Detached house,250000000,6,2,5,6,Absent,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Not present,Private gate/fence
300,Semi-detached house,190000000,5,1,5,6,Present,High density,Very good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Gated estate
500,Semi-detached house,140000000,4,3,4,5,Absent,Medium density,Very good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Fair,Very good,Not present,Gated estate
465,Detached house,180000000,4,5,4,5,Present,High density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Gated estate
180,Detached house,120000000,3,4,3,4,Present,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Others,Gloss Paint,Bad,Very good,Not present,Private gate/fence
400,Semi-detached house,280000000,5,1,6,6,Present,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Gated estate
580,Detached house,230000000,5,6,6,7,Present,High density,Good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Satin Paint,Good,Very good,Present,Private gate/fence
350,Detached house,87000000,4,1,5,4,Absent,Medium density,Very good,POP,Tiles,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,Satin Paint,Good,Good,Not present,Street gate
500,Detached house,260000000,5,1,5,6,Present,Medium density,Very good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Gated estate
600,Detached house,130000000,4,14,4,5,Absent,Low density,Fair,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Fair,Fair,Not present,Private gate/fence
500,Bungalow,70000000,3,2,3,4,Absent,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Private gate/fence
400,Semi-detached house,175000000,4,5,5,6,Present,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Very good,Not present,Gated estate
170,Semi-detached house,110000000,4,3,4,5,Absent,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Others,Textcote Paint,Good,Good,Not present,Gated estate
350,Detached house,175000000,5,2,5,6,Present,Medium density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Textcote Paint,Good,Good,Not present,Gated estate
500,Semi-detached house,120000000,4,5,4,5,Present,Medium density,Very good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Not present,Gated estate
250,Bungalow,75000000,3,1,3,4,Present,High density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Present,Gated estate
280,Terrace,75000000,3,1,3,4,Present,Medium density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Satin Paint,Fair,Good,Present,Street gate
300,Detached house,115000000,5,1,4,5,Present,Medium density,Very good,Others,Tiles,Long Span Aluminium Roofing sheet,Casement,Textcote Paint,Good,Very good,Present,Gated estate
120,Terrace,75000000,4,2,4,5,Absent,Medium density,Very good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Street gate
350,Semi-detached house,120000000,4,1,4,4,Absent,Low density,Very good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Fair,Present,Gated estate
250,Terrace,125000000,5,3,5,6,Present,High density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Not present,Private gate/fence
400,Semi-detached house,150000000,4,5,4,5,Absent,Medium density,Good,Others,Others,Long Span Aluminium Roofing sheet,Casement,Satin Paint,Fair,Very good,Not present,Gated estate
90,Terrace,55000000,2,5,2,3,Absent,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Good,Good,Present,Gated estate
250,Terrace,75000000,4,1,4,5,Absent,High density,Good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Street gate
600,Detached house,150000000,4,1,3,4,Present,Medium density,Very good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Satin Paint,Fair,Good,Not present,Private gate/fence
501,Detached house,250000000,5,6,6,7,Present,High density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Very good,Present,Private gate/fence
500,,160000000,4,1,5,6,Present,Medium density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Good,Present,Gated estate
500,Bungalow,60000000,2,1,2,3,Absent,Medium density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Private gate/fence
600,Detached house,65000000,3,2,4,5,Present,Medium density,Fair,Others,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,None,Bad,Bad,Not present,None
500,Detached house,100000000,4,3,4,5,Absent,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Good,Very good,Present,Private gate/fence
400,Bungalow,45000000,2,2,3,3,Present,Medium density,Very good,POP,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Not present,Private gate/fence
300,Detached house,160000000,4,7,4,5,Present,Medium density,Good,POP,Wooden,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Good,Good,Present,Private gate/fence
350,Semi-detached house,65000000,3,9,4,4,Present,Low density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Gated estate
400,Detached house,750000000,5,6,6,7,Present,High density,Very good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Textcote Paint,Good,Very good,Not present,Private gate/fence
350,Detached house,390000000,5,10,4,5,Absent,High density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Gated estate
350,Detached house,600000000,5,2,5,6,Absent,High density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Gated estate
400,Detached house,490000000,5,1,5,6,Absent,High density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Casement,Textcote Paint,Good,Very good,Present,Gated estate
580,Detached house,650000000,6,2,6,7,Present,High density,Very good,Others,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Private gate/fence
400,Semi-detached house,230000000,4,3,5,6,Present,High density,Good,POP,Others,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Good,Good,Present,Gated estate
650,Detached house,600000000,4,1,5,6,Present,High density,Very good,Others,Tiles,Long Span Aluminium Roofing sheet,Others,Gloss Paint,Good,Good,Present,Gated estate
450,Detached house,260000000,5,3,4,5,Absent,High density,Good,Others,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Gated estate
300,Bungalow,48000000,3,,3,4,Present,Medium density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Good,Not present,Private gate/fence
350,Bungalow,75000000,4,3,4,5,Present,High density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Present,Private gate/fence
600,Bungalow,67500000,5,12,4,5,Absent,Low density,Good,PVC,Tiles,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Fair,Good,Not present,Street gate
650,Bungalow,45000000,4,15,2,3,Absent,Low density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Satin Paint,Good,Fair,Not present,None
300,Bungalow,13000000,3,25,2,2,Absent,Low density,Poor,Asbestos,Marble,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,None,Fair,Fair,Not present,None
300,Bungalow,60000000,3,1,3,4,Present,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Not present,Gated estate
150,Bungalow,55000000,2,4,2,2,Absent,Medium density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Good,Not present,Gated estate
300,Bungalow,24000000,3,10,2,2,Absent,Low density,Fair,POP,Tiles,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,None,Fair,Fair,Not present,None
300,Bungalow,70000000,3,1,3,4,Present,Medium density,Good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Private gate/fence
700,Bungalow,40000000,3,6,2,3,Absent,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Not present,Private gate/fence
350,Bungalow,65000000,3,4,3,3,Present,Medium density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Gated estate
300,Bungalow,49000000,3,4,3,4,Present,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Fair,Good,Not present,Gated estate
1400,Bungalow,97000000,5,1,4,5,Present,High density,Good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Street gate
980,Bungalow,125000000,4,8,4,4,Present,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Fair,Good,Not present,Private gate/fence
664,Bungalow,50000000,6,9,4,4,Absent,Low density,Fair,PVC,Marble,Corrugated Iron Sheet,Casement,Gloss Paint,Bad,Good,Not present,None
150,Bungalow,20000000,4,28,2,2,Absent,Low density,Fair,Asbestos,Tiles,Corrugated Iron Sheet,Louvers Blade,Gloss Paint,Bad,Fair,Not present,None
300,Semi-detached house,85000000,4,6,3,4,Present,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Fair,Good,Present,Gated estate
280,Terrace,65000000,4,1,3,4,Absent,Medium density,Very good,POP,Tiles,Others,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Not present,Gated estate
400,Semi-detached house,250000000,4,1,4,5,Present,High density,Very good,POP,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Present,Gated estate
350,Detached house,380000000,5,3,5,6,Absent,High density,Very good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Fair,Very good,Present,Gated estate
500,Detached house,550000000,5,2,5,6,Present,Medium density,Very good,PVC,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Not present,Private gate/fence
480,Detached house,380000000,5,4,4,5,Absent,High density,Good,POP,Marble,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,
700,Detached house,600000000,6,1,5,6,Present,High density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Not present,Gated estate
1024,Detached house,535000000,5,35,4,5,Present,High density,Fair,Others,Marble,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Bad,Fair,Not present,Private gate/fence
250,Semi-detached house,130000000,4,6,3,3,Absent,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Fair,Not present,Gated estate
500,Bungalow,25000000,5,35,2,2,Absent,Low density,Poor,Asbestos,Cement screed,Corrugated Iron Sheet,Louvers Blade,Satin Paint,Bad,Bad,Not present,None
300,Semi-detached house,150000000,4,4,3,4,Absent,Medium density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Present,Gated estate
1000,Detached house,70000000,3,18,3,3,Present,Medium density,Good,Asbestos,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Fair,Good,Not present,Private gate/fence
350,Semi-detached house,120000000,4,1,5,4,Present,Medium density,Good,Others,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Gated estate
350,Bungalow,18000000,10,26,2,2,Absent,Low density,Poor,Asbestos,Cement screed,Corrugated Iron Sheet,Louvers Blade,None,Bad,Fair,Not present,None
1000,Detached house,200000000,8,18,5,5,Absent,Low density,Good,Asbestos,Tiles,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Good,Good,Not present,Private gate/fence
500,Semi-detached house,2200000000,7,1,7,8,Present,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Gated estate
250,Semi-detached house,95000000,4,1,3,4,Absent,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Fair,Very good,Not present,Gated estate
400,Terrace,170000000,4,2,4,5,Present,High density,Good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Gated estate
500,Bungalow,75000000,2,1,3,3,Absent,Medium density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Good,Present,Gated estate
100,Mini Flat,18000000,1,3,2,1,Absent,Medium density,Good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Fair,Very good,Not present,Private gate/fence
170,Semi-detached house,110000000,3,4,4,3,Absent,Medium density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Gated estate
400,Bungalow,70000000,4,1,4,4,Absent,High density,Fair,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Private gate/fence
500,Detached house,380000000,7,3,8,7,Absent,High density,Fair,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Satin Paint,Fair,Fair,Not present,Private gate/fence
465,Detached house,430000000,5,4,5,4,Present,High density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Present,Private gate/fence
280,Terrace,80000000,3,9,2,3,Absent,Medium density,Good,Others,Tiles,Others,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Street gate
900,Detached house,380000000,5,15,5,6,Present,High density,Good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Textcote Paint,Good,Good,Present,Gated estate
600,Detached house,480000000,7,16,7,7,Absent,High density,Good,POP,Marble,Others,Casement,Satin Paint,Good,Good,Present,Private gate/fence
930,Semi-detached house,400000000,5,5,6,6,Present,High density,Good,POP,Others,Others,Casement,Emulsion Paint,Good,Good,Present,Private gate/fence
800,Detached house,800000000,6,7,7,8,Absent,High density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Very good,Present,Gated estate
600,Semi-detached house,350000000,5,6,6,7,Absent,High density,Good,POP,Others,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Good,Present,Gated estate
500,Detached house,220000000,6,1,5,6,Absent,Medium density,Very good,Others,Others,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Fair,Very good,Present,Gated estate
640,Detached house,310000000,6,3,5,6,Absent,Medium density,Very good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Gated estate
300,Bungalow,170000000,3,1,4,4,Present,High density,Very good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Very good,Not present,Gated estate
450,Terrace,260000000,4,1,5,5,Absent,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Textcote Paint,Good,Good,Not present,Gated estate
320,Detached house,140000000,4,12,4,4,Absent,Low density,Good,Others,Marble,Corrugated Iron Sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Good,Present,Private gate/fence
400,Semi-detached house,120000000,4,7,4,5,Absent,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Fair,Very good,Present,Street gate
650,Semi-detached house,170000000,5,13,6,7,Present,High density,Good,POP,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Gated estate
500,Terrace,70000000,3,5,3,3,Absent,Medium density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Emulsion Paint,Good,Good,Not present,Street gate
300,Detached house,220000000,5,6,4,5,Absent,Medium density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Satin Paint,Good,Good,Not present,Private gate/fence
450,Detached house,300000000,7,8,4,5,Absent,High density,Good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Good,Present,Private gate/fence
800,Terrace,130000000,4,7,4,5,Present,High density,Good,Others,Tiles,Long Span Aluminium Roofing sheet,Casement,Gloss Paint,Fair,Fair,Present,Street gate
180,Bungalow,80000000,4,5,5,5,Absent,High density,Good,Others,Wooden,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Good,Fair,Present,Private gate/fence
210,Terrace,145000000,4,3,3,4,Absent,High density,Good,Others,Others,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Good,Not present,Private gate/fence
400,Detached house,230000000,3,2,2,3,Present,High density,Very good,Others,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Textcote Paint,Good,Good,Present,Private gate/fence
300,Semi-detached house,150000000,6,1,5,5,Present,Medium density,Very good,Others,Others,Long Span Aluminium Roofing sheet,Casement,Emulsion Paint,Good,Good,Not present,Private gate/fence
400,Detached house,390000000,5,1,6,6,Present,High density,Very good,POP,Marble,Others,Casement,Textcote Paint,Good,Very good,Not present,Private gate/fence
450,Semi-detached house,120000000,4,5,3,4,Absent,Low density,Very good,POP,Marble,Long Span Aluminium Roofing sheet,Glazed Aluminium Sliding Window,Gloss Paint,Good,Fair,Not present,Gated estate
600,Detached house,400000000,4,2,4,6,Present,High density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Very good,Present,Gated estate
300,Detached house,95000000,4,10,3,4,Present,Low density,Fair,Asbestos,Tiles,Aluminium Step Tiles Roofing Sheet,Casement,Gloss Paint,Good,Good,Not present,None
400,Terrace,60000000,3,1,4,4,Absent,Medium density,Very good,POP,Tiles,Aluminium Step Tiles Roofing Sheet,Glazed Aluminium Sliding Window,Emulsion Paint,Good,Good,Not present,Private gate/fence
